Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2003,PSE,NZL,State of Palestine,New Zealand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2003,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2003,PSE,PAK,State of Palestine,Pakistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,PAK,State of Palestine,Pakistan,REF,Islamabad,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2003,PSE,PAK,State of Palestine,Pakistan,REF,Karachi,U,U,0,9,0,0,0,0,9,0,0,0,0,0,0,0,9
2003,PSE,PAK,State of Palestine,Pakistan,REF,Peshawar,U,U,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9
2003,PSE,PER,State of Palestine,Peru,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2003,PSE,PHL,State of Palestine,Philippines,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,PHL,State of Palestine,Philippines,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,14,0,0,14,14
2003,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,C,U,0,0,0,5,0,0,5,0,0,0,7,0,0,7,12
2003,PSE,QAT,State of Palestine,Qatar,ASY,Doha,U,U,0,0,0,8,0,0,8,0,7,0,0,0,0,7,15
2003,PSE,ROU,State of Palestine,Romania,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2003,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2003,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000
2003,PSE,ESP,State of Palestine,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,SRB,State of Palestine,Serbia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2003,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,5,5,0,0,0,0,0,15,15,20
2003,PSE,THA,State of Palestine,Thailand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2003,PSE,THA,State of Palestine,Thailand,REF,Bangkok,U,U,0,6,0,0,0,0,6,0,0,0,6,0,0,6,12
2003,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,U,0,0,0,10,0,0,10,0,0,0,9,0,0,9,19
2003,PSE,TUR,State of Palestine,Türkiye,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2003,PSE,TUR,State of Palestine,Türkiye,REF,Ankara,U,U,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2003,PSE,TUR,State of Palestine,Türkiye,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2003,PSE,ARE,State of Palestine,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,0,0,14,0,0,14,0,5,0,10,0,0,15,29
2003,PSE,UKR,State of Palestine,Ukraine,ASY,Kyiv,U,U,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2003,PSE,USA,State of Palestine,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2003,PSE,YEM,State of Palestine,Yemen,ASY,Sana'a/Aden,U,U,25,8,6,59,0,0,98,27,10,8,36,5,0,86,184
2003,PSE,YEM,State of Palestine,Yemen,REF,Aden,U,U,0,6,0,5,0,0,11,0,7,0,8,0,0,15,26
2003,PSE,YEM,State of Palestine,Yemen,REF,Sana'a,U,U,26,12,10,141,0,0,189,25,12,11,136,11,0,195,384
2004,PSE,DZA,State of Palestine,Algeria,REF,Alger,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2004,PSE,EGY,State of Palestine,Egypt,REF,Cairo,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
2004,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
2004,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2004,PSE,AZE,State of Palestine,Azerbaijan,ASY,Baku,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2004,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku,U,U,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8
2004,PSE,BEL,State of Palestine,Belgium,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2004,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2004,PSE,BLR,State of Palestine,Belarus,REF,Minsk Region,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2004,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,U,U,0,0,0,7,0,0,7,0,0,0,7,0,0,7,14
2004,PSE,BIH,State of Palestine,Bosnia and Herzegovina,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,BGR,State of Palestine,Bulgaria,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2004,PSE,KHM,State of Palestine,Cambodia,REF,Phnom Penh,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2004,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2004,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
2004,PSE,CHL,State of Palestine,Chile,REF,Santiago,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,CUB,State of Palestine,Cuba,REF,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2004,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2004,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,U,U,0,0,0,12,0,0,12,0,6,0,24,0,0,30,42
2004,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2004,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481
2004,PSE,ECU,State of Palestine,Ecuador,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
2004,PSE,PSE,State of Palestine,State of Palestine,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2004,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2004,PSE,GHA,State of Palestine,Ghana,ASY,Accra,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2004,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2004,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2004,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2004,PSE,CIV,State of Palestine,Côte d'Ivoire,ASY,Abidjan,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2004,PSE,CIV,State of Palestine,Côte d'Ivoire,REF,Abidjan,U,U,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7
2004,PSE,IRL,State of Palestine,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2004,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2004,PSE,IRQ,State of Palestine,Iraq,REF,Anbar,U,U,13,10,9,33,5,0,70,5,8,7,31,5,0,56,126
2004,PSE,IRQ,State of Palestine,Iraq,REF,Babylon,U,U,0,0,7,19,0,0,26,0,9,0,18,5,0,32,58
2004,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad,U,U,824,1737,1488,6095,799,0,10943,854,1818,1559,6253,783,0,11267,22210
2004,PSE,IRQ,State of Palestine,Iraq,REF,Basrah,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2004,PSE,IRQ,State of Palestine,Iraq,REF,Diyala,U,U,6,16,13,48,5,0,88,11,12,10,35,5,0,73,161
2004,PSE,IRQ,State of Palestine,Iraq,REF,Erbil,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,IRQ,State of Palestine,Iraq,REF,Kerbala,U,U,0,0,5,7,0,0,12,0,0,0,0,6,0,6,18
2004,PSE,IRQ,State of Palestine,Iraq,REF,Missan,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2004,PSE,IRQ,State of Palestine,Iraq,REF,Ninewa,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2004,PSE,IRQ,State of Palestine,Iraq,REF,Qadissiya,U,U,6,0,0,12,0,0,18,0,5,0,11,0,0,16,34
2004,PSE,IRQ,State of Palestine,Iraq,REF,Salah al-Din,U,U,0,0,9,15,0,0,24,0,6,6,12,0,0,24,48
2004,PSE,IRQ,State of Palestine,Iraq,REF,Tameem,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2004,PSE,IRQ,State of Palestine,Iraq,REF,Wassit,U,U,0,0,7,6,0,0,13,0,0,5,6,0,0,11,24
2004,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2004,PSE,KAZ,State of Palestine,Kazakhstan,REF,Almaty,U,U,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11
2004,PSE,KWT,State of Palestine,Kuwait,OOC,Kuwait City,R,U,250,565,485,1750,40,0,3090,200,592,508,1580,30,0,2910,6000
2004,PSE,KWT,State of Palestine,Kuwait,REF,Kuwait City,U,U,11,88,76,261,15,0,451,7,91,78,272,11,0,459,910
2004,PSE,LBY,State of Palestine,Libya,REF,Tripoli,U,U,509,677,581,2009,153,0,3929,531,780,669,2865,99,0,4944,8873
2004,PSE,MDA,State of Palestine,Republic of Moldova,ASY,Chisinau,U,U,0,0,0,5,0,0,5,5,0,0,14,0,0,19,24
2004,PSE,MYS,State of Palestine,Malaysia,ASY,Kuala Lumpur,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,MAR,State of Palestine,Morocco,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2004,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2004,PSE,MLT,State of Palestine,Malta,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2004,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2004,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2004,PSE,NER,State of Palestine,Niger,REF,Niamey,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2004,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,9,0,0,9,0,0,0,15,0,0,15,24
2004,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2004,PSE,NZL,State of Palestine,New Zealand,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2004,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2004,PSE,PAK,State of Palestine,Pakistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2004,PSE,PER,State of Palestine,Peru,REF,Dispersed in the country / territory,R,U,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2004,PSE,PHL,State of Palestine,Philippines,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2004,PSE,PHL,State of Palestine,Philippines,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2004,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,PSE,POL,State of Palestine,Poland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,PSE,QAT,State of Palestine,Qatar,ASY,Doha,U,U,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7
2004,PSE,ROU,State of Palestine,Romania,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12
2004,PSE,ROU,State of Palestine,Romania,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2004,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12
2004,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2004,PSE,SAU,State of Palestine,Saudi Arabia,ASY,Khobar,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2004,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,79202,79202,0,0,0,0,0,160805,160805,240007
2004,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,5,5,0,0,0,0,0,15,15,20
2004,PSE,SYR,State of Palestine,Syrian Arab Republic,ASY,Damascus,U,U,0,8,0,8,0,0,16,0,0,5,20,0,0,25,41
2004,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Damascus,U,U,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8
2004,PSE,THA,State of Palestine,Thailand,ASY,Bangkok,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2004,PSE,THA,State of Palestine,Thailand,REF,Bangkok,U,U,0,6,0,0,0,0,6,0,0,0,6,0,0,6,12
2004,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,U,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2004,PSE,TUR,State of Palestine,Türkiye,ASY,Ankara,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,TUR,State of Palestine,Türkiye,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2004,PSE,TUR,State of Palestine,Türkiye,ASY,Istanbul,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2004,PSE,TUR,State of Palestine,Türkiye,REF,Ankara,U,U,0,0,0,6,0,0,6,0,0,0,9,0,0,9,15
2004,PSE,ARE,State of Palestine,United Arab Emirates,REF,Dispersed in the country / territory,U,U,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2004,PSE,UKR,State of Palestine,Ukraine,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2004,PSE,UKR,State of Palestine,Ukraine,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2004,PSE,UKR,State of Palestine,Ukraine,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2004,PSE,USA,State of Palestine,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2004,PSE,USA,State of Palestine,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2004,PSE,YEM,State of Palestine,Yemen,ASY,Sana'a/Aden,U,U,19,8,6,41,0,0,74,20,10,8,37,0,0,75,149
2004,PSE,YEM,State of Palestine,Yemen,REF,Aden,U,U,0,0,6,10,0,0,16,0,6,5,12,0,0,23,39
2004,PSE,YEM,State of Palestine,Yemen,REF,Sana'a,U,U,15,48,42,14,0,0,119,45,93,80,64,0,0,282,401
2005,PSE,DZA,State of Palestine,Algeria,REF,Alger,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2005,PSE,EGY,State of Palestine,Egypt,REF,Cairo,U,U,0,8,7,43,6,0,64,0,7,6,163,15,0,191,255
2005,PSE,EGY,State of Palestine,Egypt,REF,Dispersed in the country / territory,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
2005,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2005,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2005,PSE,AZE,State of Palestine,Azerbaijan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2005,PSE,AZE,State of Palestine,Azerbaijan,REF,Baku,U,U,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
2005,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2005,PSE,BGD,State of Palestine,Bangladesh,ASY,Dhaka,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2005,PSE,BLR,State of Palestine,Belarus,REF,Minsk Region,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2005,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2005,PSE,BIH,State of Palestine,Bosnia and Herzegovina,ASY,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,PSE,BIH,State of Palestine,Bosnia and Herzegovina,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,PSE,KHM,State of Palestine,Cambodia,REF,Phnom Penh,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2005,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,U,U,0,5,0,5,0,0,10,0,0,0,27,0,0,27,37
2005,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
2005,PSE,CHL,State of Palestine,Chile,REF,Santiago,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,PSE,CUB,State of Palestine,Cuba,REF,Havana,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2005,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
2005,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,17,17,0,0,0,0,0,43,43,60
2005,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2005,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095
2005,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,24,24,0,0,0,0,0,57,57,81
2005,PSE,PSE,State of Palestine,State of Palestine,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2005,PSE,GHA,State of Palestine,Ghana,ASY,Accra,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2005,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2005,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2005,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
2005,PSE,CIV,State of Palestine,Côte d'Ivoire,ASY,Abidjan,U,U,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2005,PSE,CIV,State of Palestine,Côte d'Ivoire,REF,Abidjan,U,U,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7
2005,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2005,PSE,IRQ,State of Palestine,Iraq,REF,Anbar,U,U,11,10,8,35,6,0,70,0,9,8,34,5,0,56,126
2005,PSE,IRQ,State of Palestine,Iraq,REF,Babylon,U,U,0,0,7,19,0,0,26,0,9,0,17,6,0,32,58
2005,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad,U,U,575,1752,1501,6257,853,0,10938,625,1804,1547,6428,855,0,11259,22197
2005,PSE,IRQ,State of Palestine,Iraq,REF,Basrah,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2005,PSE,IRQ,State of Palestine,Iraq,REF,Diyala,U,U,5,15,13,50,5,0,88,8,13,12,33,7,0,73,161
2005,PSE,IRQ,State of Palestine,Iraq,REF,Erbil,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,PSE,IRQ,State of Palestine,Iraq,REF,Kerbala,U,U,0,5,0,7,0,0,12,0,0,0,0,6,0,6,18
2005,PSE,IRQ,State of Palestine,Iraq,REF,Missan,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2005,PSE,IRQ,State of Palestine,Iraq,REF,Ninewa,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2005,PSE,IRQ,State of Palestine,Iraq,REF,Qadissiya,U,U,6,0,0,12,0,0,18,0,5,0,11,0,0,16,34
2005,PSE,IRQ,State of Palestine,Iraq,REF,Salah al-Din,U,U,0,8,0,16,0,0,24,0,6,6,12,0,0,24,48
2005,PSE,IRQ,State of Palestine,Iraq,REF,Tameem,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2005,PSE,IRQ,State of Palestine,Iraq,REF,Wassit,U,U,0,7,0,6,0,0,13,0,0,5,6,0,0,11,24
2005,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2005,PSE,KWT,State of Palestine,Kuwait,ASY,Kuwait City,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,PSE,KWT,State of Palestine,Kuwait,OOC,Kuwait City,R,U,250,565,485,1750,40,0,3090,200,592,508,1580,30,0,2910,6000
2005,PSE,KWT,State of Palestine,Kuwait,REF,Kuwait City,U,U,40,43,37,298,20,0,438,35,65,55,282,35,0,472,910
2005,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8873
2005,PSE,MDA,State of Palestine,Republic of Moldova,ASY,Chisinau,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2005,PSE,MDA,State of Palestine,Republic of Moldova,REF,Chisinau,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2005,PSE,MYS,State of Palestine,Malaysia,ASY,Kuala Lumpur,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,PSE,MAR,State of Palestine,Morocco,REF,Dispersed in the country / territory,U,U,0,0,0,7,0,0,7,0,0,6,12,0,0,18,25
2005,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2005,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2005,PSE,NER,State of Palestine,Niger,REF,Niamey,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2005,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2005,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2005,PSE,PAK,State of Palestine,Pakistan,ASY,Islamabad,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2005,PSE,PAK,State of Palestine,Pakistan,REF,Islamabad,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2005,PSE,PER,State of Palestine,Peru,REF,Lima,U,U,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2005,PSE,PHL,State of Palestine,Philippines,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2005,PSE,PHL,State of Palestine,Philippines,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15
2005,PSE,POL,State of Palestine,Poland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2005,PSE,QAT,State of Palestine,Qatar,ASY,Doha,U,U,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7
