Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#indicator+population_type,,,,#affected+f+infants+age_0_4,#affected+f+children+age_5_11,#affected+f+adolescents+age_12_17,#affected+f+adults+age_18_59,#affected+f+elderly+age_60,#affected+f+unknown_age,#affected+f+total,#affected+m+infants+age_0_4,#affected+m+children+age_5_11,#affected+m+adolescents+age_12_17,#affected+m+adults+age_18_59,#affected+m+elderly+age_60,#affected+m+unknown_age,#affected+m+total,#affected+all+total
2007,PSE,ECU,State of Palestine,Ecuador,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2007,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,28,28,0,0,0,0,0,69,69,97
2007,PSE,PSE,State of Palestine,State of Palestine,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2007,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2007,PSE,GHA,State of Palestine,Ghana,ASY,Accra,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2007,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2007,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2007,PSE,CIV,State of Palestine,Côte d'Ivoire,ASY,Abidjan,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2007,PSE,IND,State of Palestine,India,ASY,New Delhi,U,U,7,0,0,8,0,0,15,6,7,0,16,0,0,29,44
2007,PSE,IND,State of Palestine,India,REF,New Delhi,U,U,8,15,12,55,0,0,90,12,21,26,78,0,0,137,227
2007,PSE,IDN,State of Palestine,Indonesia,REF,Jakarta,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,IRL,State of Palestine,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2007,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2007,PSE,IRQ,State of Palestine,Iraq,REF,Anbar,U,U,0,8,6,16,5,0,35,0,5,5,13,5,0,28,63
2007,PSE,IRQ,State of Palestine,Iraq,REF,Anbar-Al Tanf,R,U,0,0,7,8,0,0,15,0,0,6,9,0,0,15,30
2007,PSE,IRQ,State of Palestine,Iraq,REF,Anbar-Al Tash,U,U,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2007,PSE,IRQ,State of Palestine,Iraq,REF,Anbar-AlWaleed,C,U,95,115,102,381,38,0,731,93,127,118,535,40,0,913,1644
2007,PSE,IRQ,State of Palestine,Iraq,REF,Anbar-Ramadi,U,U,0,7,5,18,5,0,35,0,0,5,17,5,0,27,62
2007,PSE,IRQ,State of Palestine,Iraq,REF,Babylon-Hilla,U,U,0,0,5,18,0,0,23,0,0,5,19,7,0,31,54
2007,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad,U,U,286,582,464,1102,4068,0,6502,303,593,520,4233,619,0,6268,12770
2007,PSE,IRQ,State of Palestine,Iraq,REF,Basrah,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2007,PSE,IRQ,State of Palestine,Iraq,REF,Diala-Baquba,U,U,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9
2007,PSE,IRQ,State of Palestine,Iraq,REF,Diala-Khalis,U,U,0,13,14,51,6,0,84,0,14,12,38,6,0,70,154
2007,PSE,IRQ,State of Palestine,Iraq,REF,Karbala,U,U,0,0,0,12,0,0,12,0,0,0,0,6,0,6,18
2007,PSE,IRQ,State of Palestine,Iraq,REF,Missan - Ali-Al-Gharbi,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2007,PSE,IRQ,State of Palestine,Iraq,REF,Mousil,U,U,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2007,PSE,IRQ,State of Palestine,Iraq,REF,Qadisyia-Dewaniya,U,U,0,6,0,13,0,0,19,0,5,0,11,0,0,16,35
2007,PSE,IRQ,State of Palestine,Iraq,REF,Salahudin,U,U,0,0,5,19,0,0,24,0,5,5,14,0,0,24,48
2007,PSE,IRQ,State of Palestine,Iraq,REF,Wassit-Dijaila,U,U,0,5,0,8,0,0,13,0,0,5,6,0,0,11,24
2007,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2007,PSE,KWT,State of Palestine,Kuwait,ASY,Kuwait,U,U,9,6,17,32,0,0,64,5,0,8,22,5,0,40,104
2007,PSE,KWT,State of Palestine,Kuwait,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
2007,PSE,LBY,State of Palestine,Libya,ASY,Dispersed in the country / territory,U,U,0,0,6,0,0,0,6,0,0,0,5,0,0,5,11
2007,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,U,U,14,82,155,712,51,0,1014,14,71,154,605,95,0,939,1953
2007,PSE,LBN,State of Palestine,Lebanon,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2007,PSE,LKA,State of Palestine,Sri Lanka,ASY,Colombo,U,U,0,0,0,6,0,0,6,9,0,0,0,0,0,9,15
2007,PSE,LKA,State of Palestine,Sri Lanka,REF,Colombo,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2007,PSE,MRT,State of Palestine,Mauritania,REF,Nouakchott/Nouadhibou,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,MDA,State of Palestine,Republic of Moldova,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12
2007,PSE,MEX,State of Palestine,Mexico,REF,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,MYS,State of Palestine,Malaysia,ASY,Kuala Lumpur,U,U,8,0,0,11,0,0,19,0,5,0,18,0,0,23,42
2007,PSE,MYS,State of Palestine,Malaysia,REF,Kuala Lumpur,U,U,0,5,0,13,0,0,18,5,0,6,18,0,0,29,47
2007,PSE,MAR,State of Palestine,Morocco,ASY,Rabat,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,MAR,State of Palestine,Morocco,REF,Rabat,U,U,0,0,0,8,0,0,8,0,5,0,13,0,0,18,26
2007,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2007,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2007,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2007,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2007,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2007,PSE,PAK,State of Palestine,Pakistan,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2007,PSE,PER,State of Palestine,Peru,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,PER,State of Palestine,Peru,REF,Dispersed in the country / territory,U,U,0,0,0,6,0,0,6,0,0,5,7,0,0,12,18
2007,PSE,PHL,State of Palestine,Philippines,REF,"NCR, Visayas, Luzon",U,U,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20
2007,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,PSE,POL,State of Palestine,Poland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2007,PSE,QAT,State of Palestine,Qatar,ASY,Doha,U,U,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7
2007,PSE,ROU,State of Palestine,Romania,ASY,Somcuta Mare,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2007,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2007,PSE,ZAF,State of Palestine,South Africa,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2007,PSE,RUS,State of Palestine,Russian Federation,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2007,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240016
2007,PSE,SVK,State of Palestine,Slovakia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,9,9,0,0,0,0,0,19,19,28
2007,PSE,SYR,State of Palestine,Syrian Arab Republic,ASY,Dispersed in the country / territory,U,U,12,24,12,54,5,0,107,12,21,16,92,9,0,150,257
2007,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Al-Hol,C,U,29,23,14,69,5,0,140,27,30,19,93,0,0,169,309
2007,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Al-Tanf,C,U,39,70,39,163,13,0,324,30,54,42,188,18,0,332,656
2007,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Dispersed in the country / territory,U,U,0,9,0,0,0,0,9,0,0,0,0,0,0,0,9
2007,PSE,THA,State of Palestine,Thailand,ASY,Bangkok,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,THA,State of Palestine,Thailand,REF,Bangkok,U,U,0,7,0,13,0,0,20,0,8,0,19,0,0,27,47
2007,PSE,TUN,State of Palestine,Tunisia,REF,Tunis,U,U,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Ankara,U,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Gaziantep,U,U,0,0,5,5,0,0,10,0,5,0,8,0,0,13,23
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Hatay,U,U,8,5,8,23,0,0,44,9,0,0,46,0,0,55,99
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Isparta,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Istanbul,U,U,0,5,0,0,0,0,5,0,5,0,5,0,0,10,15
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Kayseri,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Konya,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,TUR,State of Palestine,Türkiye,ASY,Sirnak,U,U,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2007,PSE,TUR,State of Palestine,Türkiye,REF,Ankara,U,U,0,5,0,0,0,0,5,0,0,0,6,0,0,6,11
2007,PSE,TUR,State of Palestine,Türkiye,REF,Gaziantep,U,U,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9
2007,PSE,TUR,State of Palestine,Türkiye,REF,Hatay,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2007,PSE,TUR,State of Palestine,Türkiye,REF,Istanbul,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,PSE,UGA,State of Palestine,Uganda,REF,Kampala,U,U,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2007,PSE,UKR,State of Palestine,Ukraine,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2007,PSE,UKR,State of Palestine,Ukraine,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2007,PSE,USA,State of Palestine,United States of America,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,PSE,USA,State of Palestine,United States of America,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2007,PSE,YEM,State of Palestine,Yemen,ASY,Sana'a/Aden,U,U,20,7,8,44,0,0,79,20,11,10,46,0,0,87,166
2007,PSE,YEM,State of Palestine,Yemen,REF,Aden,U,U,0,5,0,11,0,0,16,0,0,8,15,0,0,23,39
2007,PSE,YEM,State of Palestine,Yemen,REF,Sana'a,U,U,15,45,45,14,0,0,119,45,87,86,64,0,0,282,401
2008,PSE,DZA,State of Palestine,Algeria,ASY,Algiers,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,DZA,State of Palestine,Algeria,REF,Algiers,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005
2008,PSE,EGY,State of Palestine,Egypt,ASY,Cairo,U,U,0,0,5,7,0,0,12,6,0,0,7,0,0,13,25
2008,PSE,EGY,State of Palestine,Egypt,REF,Cairo,U,U,6300,8006,4955,12987,844,0,33092,7000,5054,10000,14452,576,0,37082,70174
2008,PSE,AUS,State of Palestine,Australia,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2008,PSE,AUS,State of Palestine,Australia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
2008,PSE,AZE,State of Palestine,Azerbaijan,REF,Dispersed in the country / territory,U,U,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8
2008,PSE,BEL,State of Palestine,Belgium,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,17,17,0,0,0,0,0,23,23,40
2008,PSE,BGD,State of Palestine,Bangladesh,REF,Dhaka,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,BLR,State of Palestine,Belarus,REF,Minsk CIty,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,BRA,State of Palestine,Brazil,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,BRA,State of Palestine,Brazil,REF,Dispersed in the country / territory,U,U,0,8,7,25,5,0,45,0,6,5,60,11,0,82,127
2008,PSE,BIH,State of Palestine,Bosnia and Herzegovina,REF,Various (Federation of BiH),U,U,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9
2008,PSE,CAN,State of Palestine,Canada,ASY,Dispersed in the country / territory,U,U,5,7,6,22,5,0,45,5,10,7,107,0,0,129,174
2008,PSE,CAN,State of Palestine,Canada,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
2008,PSE,CHL,State of Palestine,Chile,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
2008,PSE,CYP,State of Palestine,Cyprus,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414
2008,PSE,CYP,State of Palestine,Cyprus,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
2008,PSE,DNK,State of Palestine,Denmark,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,PSE,DNK,State of Palestine,Denmark,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
2008,PSE,ECU,State of Palestine,Ecuador,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,PSE,ECU,State of Palestine,Ecuador,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2008,PSE,FRA,State of Palestine,France,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,29,29,0,0,0,0,0,80,80,109
2008,PSE,PSE,State of Palestine,State of Palestine,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2008,PSE,GHA,State of Palestine,Ghana,ASY,Accra,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,GRC,State of Palestine,Greece,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2008,PSE,HUN,State of Palestine,Hungary,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2008,PSE,HUN,State of Palestine,Hungary,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
2008,PSE,IND,State of Palestine,India,ASY,New Delhi,U,U,0,0,0,9,0,0,9,7,5,0,11,0,0,23,32
2008,PSE,IND,State of Palestine,India,REF,New Delhi,U,U,6,8,5,40,0,0,59,9,13,16,44,0,0,82,141
2008,PSE,IRL,State of Palestine,Ireland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2008,PSE,IRL,State of Palestine,Ireland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2008,PSE,IRQ,State of Palestine,Iraq,REF,Anbar,U,U,0,6,5,18,5,0,34,0,9,0,14,5,0,28,62
2008,PSE,IRQ,State of Palestine,Iraq,REF,Anbar/Al-Waleed,C,U,90,104,87,299,34,0,614,72,92,87,447,38,0,736,1350
2008,PSE,IRQ,State of Palestine,Iraq,REF,Anbar/Falluja,U,U,0,5,0,5,0,0,10,0,0,5,10,0,0,15,25
2008,PSE,IRQ,State of Palestine,Iraq,REF,Anbar/Ramadi,U,U,0,6,5,17,5,0,33,0,0,5,18,5,0,28,61
2008,PSE,IRQ,State of Palestine,Iraq,REF,Babylon,U,U,0,0,5,6,0,0,11,0,5,0,7,0,0,12,23
2008,PSE,IRQ,State of Palestine,Iraq,REF,Babylon/Al-Musayab,U,U,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2008,PSE,IRQ,State of Palestine,Iraq,REF,Babylon/Hilla,U,U,0,0,5,17,0,0,22,0,0,5,19,7,0,31,53
2008,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad/Al-Karkh,U,U,85,165,180,694,116,0,1240,85,160,159,806,133,0,1343,2583
2008,PSE,IRQ,State of Palestine,Iraq,REF,Baghdad/Al-Resafa,U,U,302,480,524,2117,336,0,3759,346,474,545,2263,320,0,3948,7707
2008,PSE,IRQ,State of Palestine,Iraq,REF,Basrah,U,U,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8
2008,PSE,IRQ,State of Palestine,Iraq,REF,Diwanyia,U,U,9,0,0,15,0,0,24,0,0,0,13,0,0,13,37
2008,PSE,IRQ,State of Palestine,Iraq,REF,Diyala/Al-Khalis,U,U,0,13,12,48,7,0,80,0,13,11,40,6,0,70,150
2008,PSE,IRQ,State of Palestine,Iraq,REF,Diyala/Al-Muqdadadiya,U,U,0,0,0,10,0,0,10,0,0,0,7,0,0,7,17
2008,PSE,IRQ,State of Palestine,Iraq,REF,Diyala/Baqoba,U,U,5,0,0,0,0,0,5,0,0,0,6,0,0,6,11
2008,PSE,IRQ,State of Palestine,Iraq,REF,Erbil,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2008,PSE,IRQ,State of Palestine,Iraq,REF,Kerbala,U,U,0,0,0,11,0,0,11,0,0,0,6,0,0,6,17
2008,PSE,IRQ,State of Palestine,Iraq,REF,Missan/Ali-Algharbi,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2008,PSE,IRQ,State of Palestine,Iraq,REF,Najaf,U,U,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2008,PSE,IRQ,State of Palestine,Iraq,REF,Ninewa/Mousl,U,U,5,7,7,22,0,0,41,5,5,5,17,0,0,32,73
2008,PSE,IRQ,State of Palestine,Iraq,REF,Salah Al-Din,U,U,0,0,5,19,0,0,24,0,0,8,16,0,0,24,48
2008,PSE,IRQ,State of Palestine,Iraq,REF,Sulymania,U,U,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2008,PSE,IRQ,State of Palestine,Iraq,REF,Wassit/Dijaila,U,U,0,5,0,7,0,0,12,0,0,5,6,0,0,11,23
2008,PSE,IRQ,State of Palestine,Iraq,REF,Wassit/Kut,U,U,0,0,0,10,0,0,10,0,6,0,8,0,0,14,24
2008,PSE,ITA,State of Palestine,Italy,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2008,PSE,KWT,State of Palestine,Kuwait,ASY,Kuwait,U,U,9,6,18,34,0,0,67,5,0,12,22,5,0,44,111
2008,PSE,KWT,State of Palestine,Kuwait,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
2008,PSE,LBY,State of Palestine,Libya,ASY,Dispersed in the country / territory,U,U,0,9,0,21,0,0,30,7,6,0,15,5,0,33,63
2008,PSE,LBY,State of Palestine,Libya,REF,Dispersed in the country / territory,U,U,37,114,164,987,101,0,1403,62,117,168,910,182,0,1439,2842
2008,PSE,LBN,State of Palestine,Lebanon,REF,Dispersed in the country / territory,U,U,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2008,PSE,LBN,State of Palestine,Lebanon,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2008,PSE,LKA,State of Palestine,Sri Lanka,REF,Colombo,U,U,0,0,0,8,0,0,8,8,0,0,7,0,0,15,23
2008,PSE,MRT,State of Palestine,Mauritania,REF,Nouakchott/Nouadhibou,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,MDA,State of Palestine,Republic of Moldova,REF,Chisinau,U,U,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2008,PSE,MEX,State of Palestine,Mexico,REF,Mexico City,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,MYS,State of Palestine,Malaysia,ASY,Kuala Lumpur,U,U,0,6,0,6,0,0,12,0,0,5,21,0,0,26,38
2008,PSE,MYS,State of Palestine,Malaysia,REF,Kuala Lumpur,U,U,10,5,6,28,0,0,49,6,5,6,39,0,0,56,105
2008,PSE,MAR,State of Palestine,Morocco,ASY,Rabat,U,U,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11
2008,PSE,MAR,State of Palestine,Morocco,REF,Rabat,U,U,0,0,5,5,0,0,10,0,0,5,10,0,0,15,25
2008,PSE,MLT,State of Palestine,Malta,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,PSE,MLT,State of Palestine,Malta,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2008,PSE,NLD,State of Palestine,Netherlands,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,PSE,NGA,State of Palestine,Nigeria,REF,Lagos,U,U,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2008,PSE,NOR,State of Palestine,Norway,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,PSE,NZL,State of Palestine,New Zealand,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2008,PSE,PAK,State of Palestine,Pakistan,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,PSE,PAK,State of Palestine,Pakistan,REF,Islamabad,U,U,0,0,5,0,0,0,5,0,7,0,0,0,0,7,12
2008,PSE,PER,State of Palestine,Peru,ASY,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2008,PSE,PER,State of Palestine,Peru,REF,Dispersed in the country / territory,U,U,0,0,0,6,0,0,6,0,0,5,7,0,0,12,18
2008,PSE,PHL,State of Palestine,Philippines,ASY,National Capital Region,U,U,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2008,PSE,PHL,State of Palestine,Philippines,REF,National Capital Region,U,U,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20
2008,PSE,POL,State of Palestine,Poland,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2008,PSE,POL,State of Palestine,Poland,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,PSE,ROU,State of Palestine,Romania,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2008,PSE,ROU,State of Palestine,Romania,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2008,PSE,ZAF,State of Palestine,South Africa,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2008,PSE,RUS,State of Palestine,Russian Federation,ASY,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2008,PSE,RUS,State of Palestine,Russian Federation,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2008,PSE,SAU,State of Palestine,Saudi Arabia,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240025
2008,PSE,ESP,State of Palestine,Spain,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2008,PSE,SVK,State of Palestine,Slovakia,REF,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,PSE,CHE,State of Palestine,Switzerland,REF,Dispersed in the country / territory,U,U,0,0,0,0,0,16,16,0,0,0,0,0,23,23,39
2008,PSE,SYR,State of Palestine,Syrian Arab Republic,ASY,Dispersed in the country / territory,U,U,8,26,15,70,6,0,125,16,25,23,63,10,0,137,262
2008,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Al-Hol,C,U,29,32,14,76,6,0,157,31,37,19,97,0,0,184,341
2008,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Al-Tanf,C,U,48,68,39,209,20,0,384,50,55,60,241,21,0,427,811
2008,PSE,SYR,State of Palestine,Syrian Arab Republic,REF,Dispersed in the country / territory,U,U,0,7,0,0,0,0,7,0,0,6,0,0,0,6,13
2008,PSE,THA,State of Palestine,Thailand,ASY,Bangkok,U,U,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
